date_collected,week_ending_date,calendar_year,marketing_year,calendar_month,marketing_year_month,calendar_week,marketing_year_week,commodity,country,export_inspections,unit
01-10-2026,2023-12-28,2023,2024,12,4,52,17,corn,world,569735,Metric Tons
01-10-2026,2023-12-28,2023,2024,12,7,52,31,wheat,world,273671,Metric Tons
01-10-2026,2023-12-28,2023,2024,12,4,52,17,soybeans,world,961694,Metric Tons
01-10-2026,2023-12-21,2023,2024,12,4,51,16,corn,world,1081777,Metric Tons
01-10-2026,2023-12-21,2023,2024,12,7,51,30,wheat,world,428663,Metric Tons
01-10-2026,2023-12-21,2023,2024,12,4,51,16,soybeans,world,1070411,Metric Tons
01-10-2026,2023-12-14,2023,2024,12,7,50,29,wheat,world,284792,Metric Tons
01-10-2026,2023-12-14,2023,2024,12,4,50,15,corn,world,947418,Metric Tons
01-10-2026,2023-12-14,2023,2024,12,4,50,15,soybeans,world,1411567,Metric Tons
01-10-2026,2023-12-07,2023,2024,12,4,49,14,corn,world,711733,Metric Tons
01-10-2026,2023-12-07,2023,2024,12,7,49,28,wheat,world,281697,Metric Tons
01-10-2026,2023-12-07,2023,2024,12,4,49,14,soybeans,world,984410,Metric Tons
01-10-2026,2023-11-30,2023,2024,11,3,48,13,soybeans,world,1108864,Metric Tons
01-10-2026,2023-11-30,2023,2024,11,6,48,27,wheat,world,187955,Metric Tons
01-10-2026,2023-11-30,2023,2024,11,3,48,13,corn,world,1158086,Metric Tons
01-10-2026,2023-11-23,2023,2024,11,3,47,12,soybeans,world,1443385,Metric Tons
01-10-2026,2023-11-23,2023,2024,11,6,47,26,wheat,world,276585,Metric Tons
01-10-2026,2023-11-23,2023,2024,11,3,47,12,corn,world,406680,Metric Tons
01-10-2026,2023-11-16,2023,2024,11,3,46,11,soybeans,world,1609413,Metric Tons
01-10-2026,2023-11-16,2023,2024,11,6,46,25,wheat,world,358254,Metric Tons
01-10-2026,2023-11-16,2023,2024,11,3,46,11,corn,world,553899,Metric Tons
01-10-2026,2023-11-09,2023,2024,11,3,45,10,soybeans,world,1666467,Metric Tons
01-10-2026,2023-11-09,2023,2024,11,6,45,24,wheat,world,207205,Metric Tons
01-10-2026,2023-11-09,2023,2024,11,3,45,10,corn,world,608810,Metric Tons
01-10-2026,2023-11-02,2023,2024,11,3,44,9,corn,world,535191,Metric Tons
01-10-2026,2023-11-02,2023,2024,11,6,44,23,wheat,world,71608,Metric Tons
01-10-2026,2023-11-02,2023,2024,11,3,44,9,soybeans,world,2085419,Metric Tons
01-10-2026,2023-10-26,2023,2024,10,2,43,8,corn,world,531516,Metric Tons
01-10-2026,2023-10-26,2023,2024,10,5,43,22,wheat,world,189842,Metric Tons
01-10-2026,2023-10-26,2023,2024,10,2,43,8,soybeans,world,1890227,Metric Tons
01-10-2026,2023-10-19,2023,2024,10,2,42,7,corn,world,437549,Metric Tons
01-10-2026,2023-10-19,2023,2024,10,5,42,21,wheat,world,168868,Metric Tons
01-10-2026,2023-10-19,2023,2024,10,2,42,7,soybeans,world,2458955,Metric Tons
01-10-2026,2023-10-12,2023,2024,10,2,41,6,corn,world,434471,Metric Tons
01-10-2026,2023-10-12,2023,2024,10,5,41,20,wheat,world,354771,Metric Tons
01-10-2026,2023-10-12,2023,2024,10,2,41,6,soybeans,world,2011599,Metric Tons
01-10-2026,2023-10-05,2023,2024,10,2,40,5,corn,world,550585,Metric Tons
01-10-2026,2023-10-05,2023,2024,10,5,40,19,wheat,world,265242,Metric Tons
01-10-2026,2023-10-05,2023,2024,10,2,40,5,soybeans,world,1036223,Metric Tons
01-10-2026,2023-09-28,2023,2024,9,4,39,18,wheat,world,397594,Metric Tons
01-10-2026,2023-09-28,2023,2024,9,1,39,4,corn,world,625870,Metric Tons
01-10-2026,2023-09-28,2023,2024,9,1,39,4,soybeans,world,663355,Metric Tons
01-10-2026,2023-09-21,2023,2024,9,1,38,3,corn,world,660811,Metric Tons
01-10-2026,2023-09-21,2023,2024,9,4,38,17,wheat,world,451004,Metric Tons
01-10-2026,2023-09-21,2023,2024,9,1,38,3,soybeans,world,481638,Metric Tons
01-10-2026,2023-09-14,2023,2024,9,4,37,16,wheat,world,367371,Metric Tons
01-10-2026,2023-09-14,2023,2024,9,1,37,2,corn,world,642095,Metric Tons
01-10-2026,2023-09-14,2023,2024,9,1,37,2,soybeans,world,393004,Metric Tons
01-10-2026,2023-09-07,2023,2024,9,4,36,15,wheat,world,406181,Metric Tons
01-10-2026,2023-09-07,2023,2024,9,1,36,1,soybeans,world,310073,Metric Tons
01-10-2026,2023-09-07,2023,2024,9,1,36,1,corn,world,623862,Metric Tons
01-10-2026,2023-08-31,2023,2023,8,12,35,53,soybeans,world,378595,Metric Tons
01-10-2026,2023-08-31,2023,2024,8,3,35,14,wheat,world,299862,Metric Tons
01-10-2026,2023-08-31,2023,2023,8,12,35,53,corn,world,481309,Metric Tons
01-10-2026,2023-08-24,2023,2023,8,12,34,52,corn,world,597144,Metric Tons
01-10-2026,2023-08-24,2023,2023,8,12,34,52,soybeans,world,322149,Metric Tons
01-10-2026,2023-08-24,2023,2024,8,3,34,13,wheat,world,390364,Metric Tons
01-10-2026,2023-08-17,2023,2023,8,12,33,51,soybeans,world,316074,Metric Tons
01-10-2026,2023-08-17,2023,2024,8,3,33,12,wheat,world,311314,Metric Tons
01-10-2026,2023-08-17,2023,2023,8,12,33,51,corn,world,482526,Metric Tons
01-10-2026,2023-08-10,2023,2023,8,12,32,50,soybeans,world,297797,Metric Tons
01-10-2026,2023-08-10,2023,2024,8,3,32,11,wheat,world,183289,Metric Tons
01-10-2026,2023-08-10,2023,2023,8,12,32,50,corn,world,398269,Metric Tons
01-10-2026,2023-08-03,2023,2024,8,3,31,10,wheat,world,275067,Metric Tons
01-10-2026,2023-08-03,2023,2023,8,12,31,49,soybeans,world,281857,Metric Tons
01-10-2026,2023-08-03,2023,2023,8,12,31,49,corn,world,376623,Metric Tons
01-10-2026,2023-07-27,2023,2023,7,11,30,48,corn,world,522927,Metric Tons
01-10-2026,2023-07-27,2023,2023,7,11,30,48,soybeans,world,329518,Metric Tons
01-10-2026,2023-07-27,2023,2024,7,2,30,9,wheat,world,581278,Metric Tons
01-10-2026,2023-07-20,2023,2024,7,2,29,8,wheat,world,358796,Metric Tons
01-10-2026,2023-07-20,2023,2023,7,11,29,47,corn,world,309981,Metric Tons
01-10-2026,2023-07-20,2023,2023,7,11,29,47,soybeans,world,283378,Metric Tons
01-10-2026,2023-07-13,2023,2023,7,11,28,46,corn,world,363818,Metric Tons
01-10-2026,2023-07-13,2023,2024,7,2,28,7,wheat,world,253409,Metric Tons
01-10-2026,2023-07-13,2023,2023,7,11,28,46,soybeans,world,155556,Metric Tons
01-10-2026,2023-07-06,2023,2024,7,2,27,6,wheat,world,419134,Metric Tons
01-10-2026,2023-07-06,2023,2023,7,11,27,45,corn,world,341024,Metric Tons
01-10-2026,2023-07-06,2023,2023,7,11,27,45,soybeans,world,238234,Metric Tons
01-10-2026,2023-06-29,2023,2023,6,10,26,44,corn,world,642900,Metric Tons
01-10-2026,2023-06-29,2023,2024,6,1,26,5,wheat,world,336349,Metric Tons
01-10-2026,2023-06-29,2023,2023,6,10,26,44,soybeans,world,250055,Metric Tons
01-10-2026,2023-06-22,2023,2023,6,10,25,43,soybeans,world,141158,Metric Tons
01-10-2026,2023-06-22,2023,2024,6,1,25,4,wheat,world,203724,Metric Tons
01-10-2026,2023-06-22,2023,2023,6,10,25,43,corn,world,542727,Metric Tons
01-10-2026,2023-06-15,2023,2023,6,10,24,42,corn,world,877310,Metric Tons
01-10-2026,2023-06-15,2023,2024,6,1,24,3,wheat,world,237820,Metric Tons
01-10-2026,2023-06-15,2023,2023,6,10,24,42,soybeans,world,185184,Metric Tons
01-10-2026,2023-06-08,2023,2023,6,10,23,41,soybeans,world,140179,Metric Tons
01-10-2026,2023-06-08,2023,2024,6,1,23,2,wheat,world,246559,Metric Tons
01-10-2026,2023-06-08,2023,2023,6,10,23,41,corn,world,1169134,Metric Tons
01-10-2026,2023-06-01,2023,2023,6,10,22,40,soybeans,world,214247,Metric Tons
01-10-2026,2023-06-01,2023,2024,6,1,22,1,wheat,world,291599,Metric Tons
01-10-2026,2023-06-01,2023,2023,6,10,22,40,corn,world,1180954,Metric Tons
01-10-2026,2023-05-25,2023,2023,5,9,21,39,corn,world,1313411,Metric Tons
01-10-2026,2023-05-25,2023,2023,5,12,21,52,wheat,world,382031,Metric Tons
01-10-2026,2023-05-25,2023,2023,5,9,21,39,soybeans,world,239736,Metric Tons
01-10-2026,2023-05-18,2023,2023,5,9,20,38,corn,world,1323117,Metric Tons
01-10-2026,2023-05-18,2023,2023,5,9,20,38,soybeans,world,155051,Metric Tons
01-10-2026,2023-05-18,2023,2023,5,12,20,51,wheat,world,407682,Metric Tons
01-10-2026,2023-05-11,2023,2023,5,9,19,37,soybeans,world,147897,Metric Tons
01-10-2026,2023-05-11,2023,2023,5,12,19,50,wheat,world,242269,Metric Tons
01-10-2026,2023-05-11,2023,2023,5,9,19,37,corn,world,1173783,Metric Tons
01-10-2026,2023-05-04,2023,2023,5,9,18,36,soybeans,world,394755,Metric Tons
01-10-2026,2023-05-04,2023,2023,5,9,18,36,corn,world,963351,Metric Tons
01-10-2026,2023-05-04,2023,2023,5,12,18,49,wheat,world,209138,Metric Tons
01-10-2026,2023-04-27,2023,2023,4,8,17,35,soybeans,world,401976,Metric Tons
01-10-2026,2023-04-27,2023,2023,4,11,17,48,wheat,world,358273,Metric Tons
01-10-2026,2023-04-27,2023,2023,4,8,17,35,corn,world,1518202,Metric Tons
01-10-2026,2023-04-20,2023,2023,4,8,16,34,corn,world,913813,Metric Tons
01-10-2026,2023-04-20,2023,2023,4,8,16,34,soybeans,world,374960,Metric Tons
01-10-2026,2023-04-20,2023,2023,4,11,16,47,wheat,world,363826,Metric Tons
01-10-2026,2023-04-13,2023,2023,4,8,15,33,soybeans,world,526376,Metric Tons
01-10-2026,2023-04-13,2023,2023,4,11,15,46,wheat,world,239907,Metric Tons
01-10-2026,2023-04-13,2023,2023,4,8,15,33,corn,world,1215221,Metric Tons
01-10-2026,2023-04-06,2023,2023,4,8,14,32,soybeans,world,669566,Metric Tons
01-10-2026,2023-04-06,2023,2023,4,11,14,45,wheat,world,335444,Metric Tons
01-10-2026,2023-04-06,2023,2023,4,8,14,32,corn,world,805167,Metric Tons
01-10-2026,2023-03-30,2023,2023,3,7,13,31,corn,world,1097654,Metric Tons
01-10-2026,2023-03-30,2023,2023,3,7,13,31,soybeans,world,499054,Metric Tons
01-10-2026,2023-03-30,2023,2023,3,10,13,44,wheat,world,168543,Metric Tons
01-10-2026,2023-03-23,2023,2023,3,7,12,30,soybeans,world,888707,Metric Tons
01-10-2026,2023-03-23,2023,2023,3,7,12,30,corn,world,666325,Metric Tons
01-10-2026,2023-03-23,2023,2023,3,10,12,43,wheat,world,392484,Metric Tons
01-10-2026,2023-03-16,2023,2023,3,7,11,29,corn,world,1188666,Metric Tons
01-10-2026,2023-03-16,2023,2023,3,10,11,42,wheat,world,374224,Metric Tons
01-10-2026,2023-03-16,2023,2023,3,7,11,29,soybeans,world,716618,Metric Tons
01-10-2026,2023-03-09,2023,2023,3,7,10,28,soybeans,world,618803,Metric Tons
01-10-2026,2023-03-09,2023,2023,3,7,10,28,corn,world,999388,Metric Tons
01-10-2026,2023-03-09,2023,2023,3,10,10,41,wheat,world,249017,Metric Tons
01-10-2026,2023-03-02,2023,2023,3,10,9,40,wheat,world,268136,Metric Tons
01-10-2026,2023-03-02,2023,2023,3,7,9,27,corn,world,899810,Metric Tons
01-10-2026,2023-03-02,2023,2023,3,7,9,27,soybeans,world,542238,Metric Tons
01-10-2026,2023-02-23,2023,2023,2,6,8,26,soybeans,world,690984,Metric Tons
01-10-2026,2023-02-23,2023,2023,2,9,8,39,wheat,world,591725,Metric Tons
01-10-2026,2023-02-23,2023,2023,2,6,8,26,corn,world,572622,Metric Tons
01-10-2026,2023-02-16,2023,2023,2,6,7,25,corn,world,622841,Metric Tons
01-10-2026,2023-02-16,2023,2023,2,9,7,38,wheat,world,373429,Metric Tons
01-10-2026,2023-02-16,2023,2023,2,6,7,25,soybeans,world,1578066,Metric Tons
01-10-2026,2023-02-09,2023,2023,2,6,6,24,corn,world,511506,Metric Tons
01-10-2026,2023-02-09,2023,2023,2,6,6,24,soybeans,world,1555166,Metric Tons
01-10-2026,2023-02-09,2023,2023,2,9,6,37,wheat,world,472327,Metric Tons
01-10-2026,2023-02-02,2023,2023,2,6,5,23,corn,world,480205,Metric Tons
01-10-2026,2023-02-02,2023,2023,2,9,5,36,wheat,world,536355,Metric Tons
01-10-2026,2023-02-02,2023,2023,2,6,5,23,soybeans,world,1829826,Metric Tons
01-10-2026,2023-01-26,2023,2023,1,5,4,22,soybeans,world,1855293,Metric Tons
01-10-2026,2023-01-26,2023,2023,1,8,4,35,wheat,world,445433,Metric Tons
01-10-2026,2023-01-26,2023,2023,1,5,4,22,corn,world,527932,Metric Tons
01-10-2026,2023-01-19,2023,2023,1,5,3,21,soybeans,world,1805744,Metric Tons
01-10-2026,2023-01-19,2023,2023,1,8,3,34,wheat,world,334217,Metric Tons
01-10-2026,2023-01-19,2023,2023,1,5,3,21,corn,world,727643,Metric Tons
01-10-2026,2023-01-12,2023,2023,1,5,2,20,soybeans,world,2075197,Metric Tons
01-10-2026,2023-01-12,2023,2023,1,8,2,33,wheat,world,320473,Metric Tons
01-10-2026,2023-01-12,2023,2023,1,5,2,20,corn,world,774461,Metric Tons
01-10-2026,2023-01-05,2023,2023,1,5,1,19,soybeans,world,1438183,Metric Tons
01-10-2026,2023-01-05,2023,2023,1,8,1,32,wheat,world,201673,Metric Tons
01-10-2026,2023-01-05,2023,2023,1,5,1,19,corn,world,397585,Metric Tons
01-10-2026,2022-12-29,2022,2023,12,4,52,18,corn,world,667010,Metric Tons
01-10-2026,2022-12-29,2022,2023,12,7,52,31,wheat,world,85672,Metric Tons
01-10-2026,2022-12-29,2022,2023,12,4,52,18,soybeans,world,1462882,Metric Tons
01-10-2026,2022-12-22,2022,2023,12,4,51,17,soybeans,world,1753085,Metric Tons
01-10-2026,2022-12-22,2022,2023,12,7,51,30,wheat,world,280554,Metric Tons
01-10-2026,2022-12-22,2022,2023,12,4,51,17,corn,world,856606,Metric Tons
01-10-2026,2022-12-15,2022,2023,12,4,50,16,corn,world,743420,Metric Tons
01-10-2026,2022-12-15,2022,2023,12,4,50,16,soybeans,world,1619850,Metric Tons
01-10-2026,2022-12-15,2022,2023,12,7,50,29,wheat,world,304108,Metric Tons
01-10-2026,2022-12-08,2022,2023,12,7,49,28,wheat,world,218460,Metric Tons
01-10-2026,2022-12-08,2022,2023,12,4,49,15,soybeans,world,1839761,Metric Tons
01-10-2026,2022-12-08,2022,2023,12,4,49,15,corn,world,505014,Metric Tons
01-10-2026,2022-12-01,2022,2023,12,4,48,14,soybeans,world,1721828,Metric Tons
01-10-2026,2022-12-01,2022,2023,12,7,48,27,wheat,world,334653,Metric Tons
01-10-2026,2022-12-01,2022,2023,12,4,48,14,corn,world,524313,Metric Tons
01-10-2026,2022-11-24,2022,2023,11,6,47,26,wheat,world,198519,Metric Tons
01-10-2026,2022-11-24,2022,2023,11,3,47,13,corn,world,302350,Metric Tons
01-10-2026,2022-11-24,2022,2023,11,3,47,13,soybeans,world,2022443,Metric Tons
01-10-2026,2022-11-17,2022,2023,11,3,46,12,corn,world,495395,Metric Tons
01-10-2026,2022-11-17,2022,2023,11,3,46,12,soybeans,world,2329082,Metric Tons
01-10-2026,2022-11-17,2022,2023,11,6,46,25,wheat,world,279904,Metric Tons
01-10-2026,2022-11-10,2022,2023,11,3,45,11,corn,world,484001,Metric Tons
01-10-2026,2022-11-10,2022,2023,11,3,45,11,soybeans,world,1857872,Metric Tons
01-10-2026,2022-11-10,2022,2023,11,6,45,24,wheat,world,76408,Metric Tons
01-10-2026,2022-11-03,2022,2023,11,6,44,23,wheat,world,180991,Metric Tons
01-10-2026,2022-11-03,2022,2023,11,3,44,10,corn,world,231458,Metric Tons
01-10-2026,2022-11-03,2022,2023,11,3,44,10,soybeans,world,2591127,Metric Tons
01-10-2026,2022-10-27,2022,2023,10,2,43,9,corn,world,422288,Metric Tons
01-10-2026,2022-10-27,2022,2023,10,5,43,22,wheat,world,137082,Metric Tons
01-10-2026,2022-10-27,2022,2023,10,2,43,9,soybeans,world,2574060,Metric Tons
01-10-2026,2022-10-20,2022,2023,10,2,42,8,soybeans,world,2888829,Metric Tons
01-10-2026,2022-10-20,2022,2023,10,5,42,21,wheat,world,125582,Metric Tons
01-10-2026,2022-10-20,2022,2023,10,2,42,8,corn,world,470623,Metric Tons
01-10-2026,2022-10-13,2022,2023,10,5,41,20,wheat,world,231842,Metric Tons
01-10-2026,2022-10-13,2022,2023,10,2,41,7,soybeans,world,1882386,Metric Tons
01-10-2026,2022-10-13,2022,2023,10,2,41,7,corn,world,448423,Metric Tons
01-10-2026,2022-10-06,2022,2023,10,5,40,19,wheat,world,614371,Metric Tons
01-10-2026,2022-10-06,2022,2023,10,2,40,6,corn,world,457366,Metric Tons
01-10-2026,2022-10-06,2022,2023,10,2,40,6,soybeans,world,969212,Metric Tons
01-10-2026,2022-09-29,2022,2023,9,1,39,5,soybeans,world,575220,Metric Tons
01-10-2026,2022-09-29,2022,2023,9,1,39,5,corn,world,661658,Metric Tons
01-10-2026,2022-09-29,2022,2023,9,4,39,18,wheat,world,667577,Metric Tons
01-10-2026,2022-09-22,2022,2023,9,4,38,17,wheat,world,520464,Metric Tons
01-10-2026,2022-09-22,2022,2023,9,1,38,4,soybeans,world,257547,Metric Tons
01-10-2026,2022-09-22,2022,2023,9,1,38,4,corn,world,459420,Metric Tons
01-10-2026,2022-09-15,2022,2023,9,1,37,3,soybeans,world,518743,Metric Tons
01-10-2026,2022-09-15,2022,2023,9,4,37,16,wheat,world,790145,Metric Tons
01-10-2026,2022-09-15,2022,2023,9,1,37,3,corn,world,549354,Metric Tons
01-10-2026,2022-09-08,2022,2023,9,1,36,2,soybeans,world,329225,Metric Tons
01-10-2026,2022-09-08,2022,2023,9,4,36,15,wheat,world,736515,Metric Tons
01-10-2026,2022-09-08,2022,2023,9,1,36,2,corn,world,446620,Metric Tons
01-10-2026,2022-09-01,2022,2023,9,4,35,14,wheat,world,477657,Metric Tons
01-10-2026,2022-09-01,2022,2023,9,1,35,1,corn,world,518373,Metric Tons
01-10-2026,2022-09-01,2022,2023,9,1,35,1,soybeans,world,495845,Metric Tons
01-10-2026,2022-08-25,2022,2023,8,3,34,13,wheat,world,520791,Metric Tons
01-10-2026,2022-08-25,2022,2022,8,12,34,52,soybeans,world,436851,Metric Tons
01-10-2026,2022-08-25,2022,2022,8,12,34,52,corn,world,689052,Metric Tons
01-10-2026,2022-08-18,2022,2022,8,12,33,51,soybeans,world,686583,Metric Tons
01-10-2026,2022-08-18,2022,2023,8,3,33,12,wheat,world,594273,Metric Tons
01-10-2026,2022-08-18,2022,2022,8,12,33,51,corn,world,740508,Metric Tons
01-10-2026,2022-08-11,2022,2023,8,3,32,11,wheat,world,373227,Metric Tons
01-10-2026,2022-08-11,2022,2022,8,12,32,50,corn,world,538406,Metric Tons
01-10-2026,2022-08-11,2022,2022,8,12,32,50,soybeans,world,744571,Metric Tons
01-10-2026,2022-08-04,2022,2022,8,12,31,49,corn,world,555620,Metric Tons
01-10-2026,2022-08-04,2022,2023,8,3,31,10,wheat,world,603549,Metric Tons
01-10-2026,2022-08-04,2022,2022,8,12,31,49,soybeans,world,867504,Metric Tons
01-10-2026,2022-07-28,2022,2022,7,11,30,48,corn,world,856938,Metric Tons
01-10-2026,2022-07-28,2022,2023,7,2,30,9,wheat,world,256601,Metric Tons
01-10-2026,2022-07-28,2022,2022,7,11,30,48,soybeans,world,555083,Metric Tons
01-10-2026,2022-07-21,2022,2022,7,11,29,47,corn,world,724214,Metric Tons
01-10-2026,2022-07-21,2022,2023,7,2,29,8,wheat,world,475426,Metric Tons
01-10-2026,2022-07-21,2022,2022,7,11,29,47,soybeans,world,388212,Metric Tons
01-10-2026,2022-07-14,2022,2022,7,11,28,46,soybeans,world,362622,Metric Tons
01-10-2026,2022-07-14,2022,2023,7,2,28,7,wheat,world,185989,Metric Tons
01-10-2026,2022-07-14,2022,2022,7,11,28,46,corn,world,1073972,Metric Tons
01-10-2026,2022-07-07,2022,2022,7,11,27,45,soybeans,world,356716,Metric Tons
01-10-2026,2022-07-07,2022,2022,7,11,27,45,corn,world,933725,Metric Tons
01-10-2026,2022-07-07,2022,2023,7,2,27,6,wheat,world,309802,Metric Tons
01-10-2026,2022-06-30,2022,2023,6,1,26,5,wheat,world,111830,Metric Tons
01-10-2026,2022-06-30,2022,2022,6,10,26,44,corn,world,676824,Metric Tons
01-10-2026,2022-06-30,2022,2022,6,10,26,44,soybeans,world,354987,Metric Tons
01-10-2026,2022-06-23,2022,2022,6,10,25,43,soybeans,world,468309,Metric Tons
01-10-2026,2022-06-23,2022,2023,6,1,25,4,wheat,world,352404,Metric Tons
01-10-2026,2022-06-23,2022,2022,6,10,25,43,corn,world,1246014,Metric Tons
01-10-2026,2022-06-16,2022,2022,6,10,24,42,corn,world,1184268,Metric Tons
01-10-2026,2022-06-16,2022,2023,6,1,24,3,wheat,world,331328,Metric Tons
01-10-2026,2022-06-16,2022,2022,6,10,24,42,soybeans,world,427344,Metric Tons
01-10-2026,2022-06-09,2022,2023,6,1,23,2,wheat,world,388847,Metric Tons
01-10-2026,2022-06-09,2022,2022,6,10,23,41,soybeans,world,605129,Metric Tons
01-10-2026,2022-06-09,2022,2022,6,10,23,41,corn,world,1199976,Metric Tons
01-10-2026,2022-06-02,2022,2022,6,10,22,40,corn,world,1434683,Metric Tons
01-10-2026,2022-06-02,2022,2023,6,1,22,1,wheat,world,352779,Metric Tons
01-10-2026,2022-06-02,2022,2022,6,10,22,40,soybeans,world,350416,Metric Tons
01-10-2026,2022-05-26,2022,2022,5,12,21,52,wheat,world,343927,Metric Tons
01-10-2026,2022-05-26,2022,2022,5,9,21,39,soybeans,world,378262,Metric Tons
01-10-2026,2022-05-26,2022,2022,5,9,21,39,corn,world,1390851,Metric Tons
01-10-2026,2022-05-19,2022,2022,5,9,20,38,soybeans,world,575781,Metric Tons
01-10-2026,2022-05-19,2022,2022,5,12,20,51,wheat,world,309501,Metric Tons
01-10-2026,2022-05-19,2022,2022,5,9,20,38,corn,world,1699092,Metric Tons
01-10-2026,2022-05-12,2022,2022,5,12,19,50,wheat,world,348048,Metric Tons
01-10-2026,2022-05-12,2022,2022,5,9,19,37,corn,world,1036549,Metric Tons
01-10-2026,2022-05-12,2022,2022,5,9,19,37,soybeans,world,784187,Metric Tons
01-10-2026,2022-05-05,2022,2022,5,9,18,36,soybeans,world,503414,Metric Tons
01-10-2026,2022-05-05,2022,2022,5,12,18,49,wheat,world,236847,Metric Tons
01-10-2026,2022-05-05,2022,2022,5,9,18,36,corn,world,1392685,Metric Tons
01-10-2026,2022-04-28,2022,2022,4,8,17,35,soybeans,world,601282,Metric Tons
01-10-2026,2022-04-28,2022,2022,4,11,17,48,wheat,world,384460,Metric Tons
01-10-2026,2022-04-28,2022,2022,4,8,17,35,corn,world,1683994,Metric Tons
01-10-2026,2022-04-21,2022,2022,4,8,16,34,corn,world,1650844,Metric Tons
01-10-2026,2022-04-21,2022,2022,4,11,16,47,wheat,world,287997,Metric Tons
01-10-2026,2022-04-21,2022,2022,4,8,16,34,soybeans,world,602178,Metric Tons
01-10-2026,2022-04-14,2022,2022,4,8,15,33,corn,world,1139206,Metric Tons
01-10-2026,2022-04-14,2022,2022,4,11,15,46,wheat,world,432253,Metric Tons
01-10-2026,2022-04-14,2022,2022,4,8,15,33,soybeans,world,972509,Metric Tons
01-10-2026,2022-04-07,2022,2022,4,8,14,32,corn,world,1418827,Metric Tons
01-10-2026,2022-04-07,2022,2022,4,11,14,45,wheat,world,411012,Metric Tons
01-10-2026,2022-04-07,2022,2022,4,8,14,32,soybeans,world,766232,Metric Tons
01-10-2026,2022-03-31,2022,2022,3,7,13,31,corn,world,1528357,Metric Tons
01-10-2026,2022-03-31,2022,2022,3,7,13,31,soybeans,world,737372,Metric Tons
01-10-2026,2022-03-31,2022,2022,3,10,13,44,wheat,world,297341,Metric Tons
01-10-2026,2022-03-24,2022,2022,3,7,12,30,soybeans,world,628819,Metric Tons
01-10-2026,2022-03-24,2022,2022,3,7,12,30,corn,world,1606535,Metric Tons
01-10-2026,2022-03-24,2022,2022,3,10,12,43,wheat,world,341191,Metric Tons
01-10-2026,2022-03-17,2022,2022,3,7,11,29,soybeans,world,544986,Metric Tons
01-10-2026,2022-03-17,2022,2022,3,7,11,29,corn,world,1466311,Metric Tons
01-10-2026,2022-03-17,2022,2022,3,10,11,42,wheat,world,330632,Metric Tons
01-10-2026,2022-03-10,2022,2022,3,7,10,28,soybeans,world,772719,Metric Tons
01-10-2026,2022-03-10,2022,2022,3,7,10,28,corn,world,1144850,Metric Tons
01-10-2026,2022-03-10,2022,2022,3,10,10,41,wheat,world,282344,Metric Tons
01-10-2026,2022-03-03,2022,2022,3,10,9,40,wheat,world,343463,Metric Tons
01-10-2026,2022-03-03,2022,2022,3,7,9,27,corn,world,1582167,Metric Tons
01-10-2026,2022-03-03,2022,2022,3,7,9,27,soybeans,world,766250,Metric Tons
01-10-2026,2022-02-24,2022,2022,2,9,8,39,wheat,world,406138,Metric Tons
01-10-2026,2022-02-24,2022,2022,2,6,8,26,corn,world,1543751,Metric Tons
01-10-2026,2022-02-24,2022,2022,2,6,8,26,soybeans,world,735278,Metric Tons
01-10-2026,2022-02-17,2022,2022,2,6,7,25,corn,world,1576666,Metric Tons
01-10-2026,2022-02-17,2022,2022,2,6,7,25,soybeans,world,975102,Metric Tons
01-10-2026,2022-02-17,2022,2022,2,9,7,38,wheat,world,539366,Metric Tons
01-10-2026,2022-02-10,2022,2022,2,6,6,24,soybeans,world,1154958,Metric Tons
01-10-2026,2022-02-10,2022,2022,2,9,6,37,wheat,world,435188,Metric Tons
01-10-2026,2022-02-10,2022,2022,2,6,6,24,corn,world,1455106,Metric Tons
01-10-2026,2022-02-03,2022,2022,2,6,5,23,corn,world,1053202,Metric Tons
01-10-2026,2022-02-03,2022,2022,2,9,5,36,wheat,world,417750,Metric Tons
01-10-2026,2022-02-03,2022,2022,2,6,5,23,soybeans,world,1217991,Metric Tons
01-10-2026,2022-01-27,2022,2022,1,5,4,22,corn,world,1035734,Metric Tons
01-10-2026,2022-01-27,2022,2022,1,8,4,35,wheat,world,361375,Metric Tons
01-10-2026,2022-01-27,2022,2022,1,5,4,22,soybeans,world,1411411,Metric Tons
01-10-2026,2022-01-20,2022,2022,1,5,3,21,corn,world,1115731,Metric Tons
01-10-2026,2022-01-20,2022,2022,1,5,3,21,soybeans,world,1297802,Metric Tons
01-10-2026,2022-01-20,2022,2022,1,8,3,34,wheat,world,400973,Metric Tons
01-10-2026,2022-01-13,2022,2022,1,5,2,20,corn,world,1204188,Metric Tons
01-10-2026,2022-01-13,2022,2022,1,5,2,20,soybeans,world,1720497,Metric Tons
01-10-2026,2022-01-13,2022,2022,1,8,2,33,wheat,world,369188,Metric Tons
01-10-2026,2022-01-06,2022,2022,1,5,1,19,corn,world,1022677,Metric Tons
01-10-2026,2022-01-06,2022,2022,1,8,1,32,wheat,world,233159,Metric Tons
01-10-2026,2022-01-06,2022,2022,1,5,1,19,soybeans,world,905149,Metric Tons
01-10-2026,2021-12-30,2021,2022,12,7,52,31,wheat,world,141816,Metric Tons
01-10-2026,2021-12-30,2021,2022,12,4,52,18,corn,world,596092,Metric Tons
01-10-2026,2021-12-30,2021,2022,12,4,52,18,soybeans,world,1191739,Metric Tons
